id,child_id,start,end,type,method,amount,notes,tags
2308,1,11/02/2024 14:30,11/02/2024 15:01,breast milk,left breast,,,
2307,1,11/02/2024 11:50,11/02/2024 14:02,breast milk,right breast,,,
2306,1,11/02/2024 09:24,11/02/2024 09:31,breast milk,left breast,,,
2305,1,11/02/2024 07:10,11/02/2024 07:17,breast milk,right breast,,,
2304,1,11/02/2024 03:33,11/02/2024 03:47,breast milk,left breast,,,
2303,1,11/02/2024 00:11,11/02/2024 03:33,breast milk,right breast,,,
2302,1,10/02/2024 19:07,10/02/2024 19:38,breast milk,right breast,,,
2301,1,10/02/2024 17:40,10/02/2024 18:13,breast milk,left breast,,,
2300,1,10/02/2024 14:28,10/02/2024 14:40,breast milk,left breast,,,
2299,1,10/02/2024 13:38,10/02/2024 13:58,breast milk,right breast,,,
2298,1,10/02/2024 11:21,10/02/2024 11:24,breast milk,left breast,,,
2297,1,10/02/2024 10:36,10/02/2024 10:36,breast milk,right breast,,,
2296,1,10/02/2024 09:10,10/02/2024 09:12,breast milk,right breast,,,
2295,1,10/02/2024 05:27,10/02/2024 06:42,breast milk,left breast,,,
2294,1,10/02/2024 01:28,10/02/2024 01:28,breast milk,right breast,,,
2293,1,09/02/2024 23:03,10/02/2024 00:37,breast milk,left breast,,,
2292,1,09/02/2024 19:13,09/02/2024 19:38,breast milk,right breast,,,
2291,1,09/02/2024 18:54,09/02/2024 19:13,breast milk,left breast,,,
2290,1,09/02/2024 16:27,09/02/2024 16:36,breast milk,left breast,,,
2289,1,09/02/2024 16:27,09/02/2024 16:27,breast milk,parent fed,35,,
2288,1,09/02/2024 13:18,09/02/2024 13:53,breast milk,right breast,,,
2287,1,09/02/2024 10:12,09/02/2024 10:16,breast milk,right breast,,,
2286,1,09/02/2024 09:45,09/02/2024 09:45,breast milk,left breast,,,
2285,1,09/02/2024 04:38,09/02/2024 04:57,breast milk,right breast,,,
2284,1,09/02/2024 01:07,09/02/2024 01:07,breast milk,left breast,,,
2283,1,08/02/2024 23:32,09/02/2024 00:39,breast milk,right breast,,,
2282,1,08/02/2024 18:45,08/02/2024 19:16,breast milk,right breast,,,
2281,1,08/02/2024 17:25,08/02/2024 17:29,breast milk,left breast,,,
2280,1,08/02/2024 16:25,08/02/2024 16:34,breast milk,parent fed,80,,
2279,1,08/02/2024 13:55,08/02/2024 14:04,breast milk,bottle,55,,
2278,1,08/02/2024 12:50,08/02/2024 13:09,breast milk,bottle,90,,
2277,1,08/02/2024 09:07,08/02/2024 09:12,breast milk,parent fed,60,,
2276,1,08/02/2024 08:54,08/02/2024 09:00,breast milk,parent fed,30,,
2275,1,08/02/2024 05:53,08/02/2024 05:57,breast milk,right breast,,,
2274,1,08/02/2024 04:11,08/02/2024 04:12,breast milk,left breast,,,
2273,1,08/02/2024 02:45,08/02/2024 02:51,breast milk,left breast,,,
2272,1,08/02/2024 00:24,08/02/2024 01:26,breast milk,right breast,,,
2271,1,07/02/2024 19:09,07/02/2024 19:28,breast milk,left breast,,,
2270,1,07/02/2024 17:30,07/02/2024 17:46,breast milk,left breast,,,
2269,1,07/02/2024 16:59,07/02/2024 17:29,breast milk,right breast,,,
2268,1,07/02/2024 16:06,07/02/2024 16:10,breast milk,left breast,,,
2267,1,07/02/2024 15:25,07/02/2024 15:35,breast milk,parent fed,50,,
2266,1,07/02/2024 13:20,07/02/2024 13:20,breast milk,right breast,,,
2265,1,07/02/2024 12:19,07/02/2024 12:22,breast milk,left breast,,,
2264,1,07/02/2024 10:57,07/02/2024 11:17,breast milk,right breast,,,
2263,1,07/02/2024 09:22,07/02/2024 09:51,breast milk,left breast,,,
2262,1,07/02/2024 08:30,07/02/2024 08:30,breast milk,right breast,,,
2261,1,07/02/2024 02:31,07/02/2024 02:39,breast milk,right breast,,,
2260,1,07/02/2024 00:22,07/02/2024 00:32,breast milk,left breast,,,
2259,1,06/02/2024 19:11,06/02/2024 19:30,breast milk,left breast,,,
2258,1,06/02/2024 18:54,06/02/2024 19:11,breast milk,right breast,,,
2257,1,06/02/2024 17:29,06/02/2024 17:34,breast milk,left breast,,,
2256,1,06/02/2024 17:08,06/02/2024 17:08,breast milk,parent fed,50,,
2255,1,06/02/2024 14:46,06/02/2024 14:57,breast milk,parent fed,105,,
2254,1,06/02/2024 11:57,06/02/2024 11:57,breast milk,parent fed,50,,
2253,1,06/02/2024 10:29,06/02/2024 10:51,breast milk,parent fed,90,,
2252,1,06/02/2024 07:53,06/02/2024 08:02,breast milk,parent fed,65,,
2251,1,06/02/2024 05:49,06/02/2024 05:55,breast milk,left breast,,,
2250,1,06/02/2024 03:32,06/02/2024 05:33,breast milk,right breast,,,
2249,1,06/02/2024 00:31,06/02/2024 01:34,breast milk,left breast,,,
2248,1,05/02/2024 18:55,05/02/2024 19:17,breast milk,right breast,,,
2247,1,05/02/2024 17:28,05/02/2024 17:31,breast milk,left breast,,,
2246,1,05/02/2024 15:49,05/02/2024 16:01,breast milk,left breast,,,
2245,1,05/02/2024 13:17,05/02/2024 13:17,breast milk,right breast,,,
2244,1,05/02/2024 10:40,05/02/2024 10:45,breast milk,right breast,,,
2243,1,05/02/2024 09:22,05/02/2024 09:34,breast milk,left breast,,,
2242,1,05/02/2024 08:27,05/02/2024 08:27,breast milk,right breast,,,
2241,1,05/02/2024 07:14,05/02/2024 07:41,breast milk,left breast,,,
2240,1,05/02/2024 04:01,05/02/2024 04:12,breast milk,right breast,,,
2239,1,04/02/2024 23:14,04/02/2024 23:22,breast milk,left breast,,,
2238,1,04/02/2024 19:01,04/02/2024 19:34,breast milk,right breast,,,
2237,1,04/02/2024 18:49,04/02/2024 19:01,breast milk,left breast,,,
2236,1,04/02/2024 17:08,04/02/2024 18:48,breast milk,right breast,,,
2235,1,04/02/2024 14:34,04/02/2024 14:39,breast milk,left breast,,,
2234,1,04/02/2024 12:02,04/02/2024 12:17,breast milk,right breast,,,
2233,1,04/02/2024 10:20,04/02/2024 10:35,breast milk,right breast,,,
2232,1,04/02/2024 07:31,04/02/2024 07:31,breast milk,right breast,,,
2231,1,04/02/2024 01:27,04/02/2024 01:41,breast milk,right breast,,,
2230,1,03/02/2024 23:18,03/02/2024 23:35,breast milk,left breast,,,
2229,1,03/02/2024 19:40,03/02/2024 20:17,breast milk,right breast,,,
2228,1,03/02/2024 17:36,03/02/2024 17:52,breast milk,left breast,,,
2227,1,03/02/2024 14:58,03/02/2024 15:14,breast milk,right breast,,,
2226,1,03/02/2024 11:59,03/02/2024 12:06,breast milk,right breast,,,
2225,1,03/02/2024 10:22,03/02/2024 10:39,breast milk,left breast,,,
2224,1,03/02/2024 08:01,03/02/2024 08:05,breast milk,right breast,,,
2223,1,03/02/2024 04:13,03/02/2024 04:26,breast milk,left breast,,,
2222,1,03/02/2024 00:36,03/02/2024 01:32,breast milk,right breast,,,
2221,1,02/02/2024 19:25,02/02/2024 20:01,breast milk,left breast,,,
2220,1,02/02/2024 17:14,02/02/2024 17:45,breast milk,right breast,,,
2219,1,02/02/2024 14:00,02/02/2024 14:07,breast milk,right breast,,,
2218,1,02/02/2024 11:34,02/02/2024 11:44,breast milk,left breast,,,
2217,1,02/02/2024 08:25,02/02/2024 08:29,breast milk,left breast,,,
2216,1,01/02/2024 18:39,01/02/2024 18:58,breast milk,right breast,,,
2215,1,01/02/2024 17:02,01/02/2024 17:04,breast milk,left breast,,,
2214,1,01/02/2024 14:58,01/02/2024 15:03,breast milk,right breast,,,
2213,1,01/02/2024 14:15,01/02/2024 14:16,breast milk,left breast,,,
2212,1,01/02/2024 13:34,01/02/2024 14:15,breast milk,left breast,,,
2211,1,01/02/2024 11:53,01/02/2024 12:01,breast milk,parent fed,60,,
2210,1,01/02/2024 10:06,01/02/2024 10:12,breast milk,parent fed,60,,
2209,1,01/02/2024 08:25,01/02/2024 08:37,breast milk,parent fed,70,,
2208,1,01/02/2024 05:54,01/02/2024 06:09,breast milk,left breast,,,
2207,1,31/01/2024 19:03,31/01/2024 19:41,breast milk,left breast,,,
2206,1,31/01/2024 17:16,31/01/2024 17:25,breast milk,right breast,,,
2205,1,31/01/2024 16:21,31/01/2024 16:25,breast milk,right breast,,,
2204,1,31/01/2024 14:10,31/01/2024 15:57,breast milk,left breast,,,
2203,1,31/01/2024 13:44,31/01/2024 14:10,breast milk,right breast,,,
2202,1,31/01/2024 12:29,31/01/2024 12:37,breast milk,left breast,,,
2201,1,31/01/2024 12:08,31/01/2024 12:08,breast milk,right breast,,,
2200,1,31/01/2024 08:20,31/01/2024 08:22,breast milk,left breast,,,
2199,1,30/01/2024 18:50,30/01/2024 19:10,breast milk,right breast,,,
2198,1,30/01/2024 17:16,30/01/2024 17:16,breast milk,right breast,,,
2197,1,30/01/2024 10:57,30/01/2024 11:11,breast milk,left breast,,,
2196,1,30/01/2024 09:22,30/01/2024 09:28,breast milk,right breast,,,
2195,1,30/01/2024 08:49,30/01/2024 08:52,breast milk,right breast,,,
2194,1,30/01/2024 07:32,30/01/2024 07:37,breast milk,left breast,,,
2193,1,30/01/2024 07:32,30/01/2024 07:32,breast milk,left breast,,,
2192,1,30/01/2024 00:48,30/01/2024 01:00,breast milk,left breast,,,
2191,1,29/01/2024 19:43,29/01/2024 20:30,breast milk,right breast,,,
2190,1,29/01/2024 17:45,29/01/2024 17:45,breast milk,right breast,,,
2189,1,29/01/2024 13:50,29/01/2024 14:03,breast milk,left breast,,,
2188,1,29/01/2024 12:45,29/01/2024 12:50,breast milk,right breast,,,
2187,1,29/01/2024 10:53,29/01/2024 10:59,breast milk,left breast,,,
2186,1,29/01/2024 09:49,29/01/2024 09:57,breast milk,right breast,,,
2185,1,29/01/2024 09:11,29/01/2024 09:13,breast milk,left breast,,,
2184,1,29/01/2024 06:32,29/01/2024 06:49,breast milk,right breast,,,
2183,1,29/01/2024 02:19,29/01/2024 02:44,breast milk,left breast,,,
2182,1,28/01/2024 19:10,28/01/2024 19:49,breast milk,left breast,,,
2181,1,28/01/2024 15:56,28/01/2024 16:05,breast milk,right breast,,,
2180,1,28/01/2024 13:03,28/01/2024 13:05,breast milk,left breast,,,
2179,1,28/01/2024 09:55,28/01/2024 10:00,breast milk,right breast,,,
2178,1,28/01/2024 08:44,28/01/2024 08:59,breast milk,right breast,,,
2177,1,28/01/2024 08:28,28/01/2024 08:33,breast milk,left breast,,,
2176,1,28/01/2024 05:43,28/01/2024 05:52,breast milk,left breast,,,
2175,1,28/01/2024 04:01,28/01/2024 04:02,breast milk,right breast,,,
2174,1,28/01/2024 02:24,28/01/2024 02:38,breast milk,right breast,,,
2173,1,27/01/2024 23:28,28/01/2024 00:18,breast milk,left breast,,,
2172,1,27/01/2024 18:42,27/01/2024 19:23,breast milk,right breast,,,
2171,1,27/01/2024 17:40,27/01/2024 17:52,breast milk,left breast,,,
2170,1,27/01/2024 17:01,27/01/2024 17:27,breast milk,right breast,,,
2169,1,27/01/2024 15:09,27/01/2024 17:01,breast milk,left breast,,,
2168,1,27/01/2024 13:02,27/01/2024 13:02,breast milk,right breast,,,
2167,1,27/01/2024 11:20,27/01/2024 11:24,breast milk,left breast,,,
2165,1,27/01/2024 08:43,27/01/2024 08:47,breast milk,right breast,,,
2166,1,27/01/2024 05:40,27/01/2024 05:51,breast milk,left breast,,,
2164,1,27/01/2024 02:57,27/01/2024 03:43,breast milk,right breast,,,
2163,1,26/01/2024 19:10,26/01/2024 19:23,breast milk,right breast,,,
2162,1,26/01/2024 18:50,26/01/2024 18:50,breast milk,left breast,,,
2161,1,26/01/2024 14:36,26/01/2024 15:18,breast milk,right breast,,,
2160,1,26/01/2024 13:27,26/01/2024 13:35,breast milk,left breast,,,
2159,1,26/01/2024 10:51,26/01/2024 10:54,breast milk,right breast,,,
2158,1,26/01/2024 09:11,26/01/2024 09:18,breast milk,left breast,,,
2157,1,26/01/2024 04:10,26/01/2024 04:31,breast milk,right breast,,,
2156,1,26/01/2024 00:00,26/01/2024 01:33,breast milk,left breast,,,
2155,1,25/01/2024 18:55,25/01/2024 19:17,breast milk,left breast,,,
2154,1,25/01/2024 17:18,25/01/2024 17:31,breast milk,right breast,,,
2153,1,25/01/2024 13:49,25/01/2024 13:49,breast milk,left breast,,,
2152,1,25/01/2024 11:39,25/01/2024 11:43,breast milk,left breast,,,
2151,1,25/01/2024 10:40,25/01/2024 10:42,breast milk,right breast,,,
2150,1,25/01/2024 10:01,25/01/2024 10:04,breast milk,left breast,,,
2149,1,25/01/2024 08:32,25/01/2024 08:42,breast milk,left breast,,,
2148,1,25/01/2024 06:52,25/01/2024 06:52,breast milk,right breast,,,
2147,1,25/01/2024 04:48,25/01/2024 04:48,breast milk,left breast,,,
2146,1,25/01/2024 01:00,25/01/2024 01:34,breast milk,right breast,,,
2145,1,24/01/2024 18:44,24/01/2024 19:06,breast milk,left breast,,,
2144,1,24/01/2024 17:21,24/01/2024 18:33,breast milk,right breast,,,
2143,1,24/01/2024 16:12,24/01/2024 16:16,breast milk,right breast,,,
2142,1,24/01/2024 15:19,24/01/2024 15:21,breast milk,right breast,,,
2141,1,24/01/2024 13:22,24/01/2024 14:51,breast milk,left breast,,,
2140,1,24/01/2024 12:18,24/01/2024 12:21,breast milk,right breast,,,
2139,1,24/01/2024 11:31,24/01/2024 11:31,breast milk,right breast,,,
2138,1,24/01/2024 11:31,24/01/2024 11:31,breast milk,left breast,,,
2137,1,24/01/2024 08:22,24/01/2024 08:25,breast milk,right breast,,,
2136,1,24/01/2024 04:44,24/01/2024 04:51,breast milk,left breast,,,
2135,1,24/01/2024 01:45,24/01/2024 01:56,breast milk,right breast,,,
2134,1,23/01/2024 18:50,23/01/2024 19:00,breast milk,right breast,,,
2133,1,23/01/2024 18:06,23/01/2024 18:50,breast milk,left breast,,,
2132,1,23/01/2024 15:34,23/01/2024 15:42,breast milk,right breast,,,
2131,1,23/01/2024 13:42,23/01/2024 13:51,breast milk,left breast,,,
2130,1,23/01/2024 13:10,23/01/2024 13:13,breast milk,right breast,,,
2129,1,23/01/2024 09:56,23/01/2024 09:56,breast milk,left breast,,,
2128,1,23/01/2024 09:16,23/01/2024 09:23,breast milk,right breast,,,
2127,1,23/01/2024 05:59,23/01/2024 06:16,breast milk,left breast,,,
2126,1,23/01/2024 02:13,23/01/2024 02:39,breast milk,right breast,,,
2125,1,22/01/2024 19:38,22/01/2024 19:40,breast milk,right breast,,,
2124,1,22/01/2024 19:22,22/01/2024 19:34,breast milk,left breast,,,
2123,1,22/01/2024 14:57,22/01/2024 15:03,breast milk,left breast,,,
2122,1,22/01/2024 12:16,22/01/2024 12:17,breast milk,right breast,,,
2121,1,22/01/2024 10:49,22/01/2024 10:50,breast milk,left breast,,,
2120,1,22/01/2024 08:39,22/01/2024 08:47,breast milk,right breast,,,
2119,1,22/01/2024 05:39,22/01/2024 05:50,breast milk,left breast,,,
2118,1,22/01/2024 02:37,22/01/2024 02:49,breast milk,right breast,,,
2117,1,22/01/2024 00:33,22/01/2024 00:52,breast milk,left breast,,,
2116,1,21/01/2024 18:50,21/01/2024 19:31,breast milk,right breast,,,
2115,1,21/01/2024 16:50,21/01/2024 18:01,breast milk,left breast,,,
2114,1,21/01/2024 16:14,21/01/2024 16:18,breast milk,right breast,,,
2113,1,21/01/2024 15:46,21/01/2024 15:49,breast milk,right breast,,,
2112,1,21/01/2024 12:48,21/01/2024 13:00,breast milk,left breast,,,
2111,1,21/01/2024 12:27,21/01/2024 12:35,breast milk,right breast,,,
2110,1,21/01/2024 09:42,21/01/2024 09:51,breast milk,right breast,,,
2109,1,21/01/2024 08:56,21/01/2024 08:58,breast milk,right breast,,,
2108,1,21/01/2024 06:02,21/01/2024 06:14,breast milk,left breast,,,
2107,1,21/01/2024 02:15,21/01/2024 02:28,breast milk,right breast,,,
2106,1,20/01/2024 18:43,20/01/2024 19:20,breast milk,left breast,,,
2105,1,20/01/2024 18:12,20/01/2024 18:13,breast milk,right breast,,,
2104,1,20/01/2024 17:05,20/01/2024 17:19,breast milk,left breast,,,
2103,1,20/01/2024 15:17,20/01/2024 15:22,breast milk,right breast,,,
2102,1,20/01/2024 11:40,20/01/2024 11:43,breast milk,left breast,,,
2101,1,20/01/2024 10:45,20/01/2024 10:49,breast milk,left breast,,,
2100,1,20/01/2024 10:02,20/01/2024 10:02,breast milk,right breast,,,
2099,1,20/01/2024 07:59,20/01/2024 08:01,breast milk,left breast,,,
2098,1,20/01/2024 05:30,20/01/2024 05:43,breast milk,left breast,,,
2097,1,20/01/2024 00:50,20/01/2024 01:10,breast milk,right breast,,,
2096,1,19/01/2024 19:34,19/01/2024 19:58,breast milk,right breast,,,
2095,1,19/01/2024 17:50,19/01/2024 18:15,breast milk,left breast,,,
2094,1,19/01/2024 17:29,19/01/2024 17:34,breast milk,left breast,,,
2093,1,19/01/2024 16:23,19/01/2024 16:31,breast milk,parent fed,110,,
2092,1,19/01/2024 14:50,19/01/2024 14:50,breast milk,right breast,,,
2091,1,19/01/2024 13:26,19/01/2024 13:32,breast milk,left breast,,,
2090,1,19/01/2024 09:43,19/01/2024 09:43,breast milk,right breast,,,
2089,1,19/01/2024 08:10,19/01/2024 08:13,breast milk,right breast,,,
2088,1,19/01/2024 04:55,19/01/2024 05:07,breast milk,left breast,,,
2087,1,19/01/2024 00:49,19/01/2024 01:30,breast milk,right breast,,,
2086,1,18/01/2024 18:33,18/01/2024 18:52,breast milk,left breast,,,
2085,1,18/01/2024 16:42,18/01/2024 17:01,breast milk,right breast,,,
2084,1,18/01/2024 14:09,18/01/2024 14:09,breast milk,left breast,,,
